st_id,gw_st,ups_id,rf_id,group_name,rain_lag_days,up_lag_days,model,rmse,r2,kge,rmse_val,r2_val,kge_val,kge_r_val,kge_alpha_val,kge_beta_val,bias_val,aic,a,z0,z1,b,c,k_link,tau_rain,tau_up,d_sin,d_cos,a_std,z0_std,z1_std,b_std,c_std,k_link_std,tau_rain_std,tau_up_std,d_sin_std,d_cos_std
st14,7260511,st27,rf25,inland,1,0,base_tz,0.3091045777450056,0.9765961654775405,0.978880192178703,0.297868191848693,0.9718209521375979,0.9230419538543263,0.9881351878193592,0.923969622157575,1.0010717945772654,0.03859056976262565,-5981.874569633382,0.49717840631029303,33.18750000000001,-0.09263957526913867,0.002015349716577018,0.3667797195671848,1.059208342327343,4.769522215266449,0.10000000000000045,-0.17516748980764676,-0.2023469093389438,0.04713405313814335,0.45828704123890546,0.013492093287780118,0.0002968451496506501,1.278603840654736,0.09940854818336997,1.1801969731119761,1.3994214879839788,0.028025827300754678,0.024770368459320548
