st_id,gw_st,ups_id,rf_id,group_name,rain_lag_days,up_lag_days,model,rmse,r2,kge,rmse_val,r2_val,kge_val,kge_r_val,kge_alpha_val,kge_beta_val,bias_val,aic,a,z0,z1,b,c,k_link,tau_rain,tau_up,d_sin,d_cos,a_std,z0_std,z1_std,b_std,c_std,k_link_std,tau_rain_std,tau_up_std,d_sin_std,d_cos_std
st20,9050111,st52,rf4,inland,0,0,base_tz,0.6320820912082893,0.6770853823075937,0.7270515629235725,1.9076465877477853,-1.2417997784769472,0.4765143518901397,0.668823311294555,0.6991484484989186,1.271749091248691,1.6554347700611984,-2325.9759148317,0.6513127513738336,4.053333333333336,-0.028893365654826194,0.005076672839665292,0.6224799324117558,0.5801303285624636,7.365789282223548,0.10000000000018014,-0.7080159857940553,0.46084785352941854,0.10553283450363761,0.4737176633241999,0.01398898595616141,0.0006554089313372882,0.2053493509577143,0.06062193869121497,1.165308590857231,16.536447300812423,0.08497361737472268,0.061980411067416454
