st_id,gw_st,ups_id,rf_id,group_name,rain_lag_days,up_lag_days,model,rmse,r2,kge,rmse_val,r2_val,kge_val,kge_r_val,kge_alpha_val,kge_beta_val,bias_val,aic,a,z,b,c,k_link,lambda,tau_rain,tau_up,d_sin,d_cos,a_std,z_std,b_std,c_std,k_link_std,lambda_std,tau_rain_std,tau_up_std,d_sin_std,d_cos_std
st56,9070111,none,rf18,inland,34,0,filtered,1.8666555901256439,0.8160690762568006,0.8731926595328628,2.820757654763558,0.5220919698041353,0.8933398191596642,0.9010494955663125,0.9816487869905477,0.9646669442264946,-2.17179292839122,3169.452701229561,0.00040183816919363324,58.594562885242105,0.0021066764176909123,1.8681244339507395,0.0022053726497098217,1.9831070292428934,2.0733353377357875,0.06307799300442203,-0.004389150207338984,-0.050495169494677423,144.90257039151527,535733.3794155774,0.0005088591814577046,0.059041243497618925,144.90256457084502,126573.5489988552,0.6519381031361638,20033.882291059723,0.0013616878852754023,0.001393807596025801
