st_id,gw_st,ups_id,rf_id,group_name,rain_lag_days,up_lag_days,model,rmse,r2,kge,rmse_val,r2_val,kge_val,kge_r_val,kge_alpha_val,kge_beta_val,bias_val,aic,a,z,b,c,k_link,tau_rain,tau_up,d_sin,d_cos,a_std,z_std,b_std,c_std,k_link_std,tau_rain_std,tau_up_std,d_sin_std,d_cos_std
st60,9160211,st59,rf16,inland,0,0,base,0.9797913641454248,0.8247013230193458,0.8696759142110054,1.0420669823475932,0.7903814564593581,0.8640791398993616,0.9284308944369343,0.8948485083287512,1.0479114510186383,-0.604223178614463,-86.40549966196465,0.2894728742324512,-20.427717494769176,0.012972458057495823,1.4562194316251613,0.8498302849185364,22.832569694418563,0.10000002382638,0.8714941258086059,0.2875834211800868,0.09735009105218054,5.60596564113453,0.0011729253635251666,0.823900025843989,0.07734536531897836,1.4997767234024515,20.610164403495833,0.09760683802575341,0.0741640350063439
