st_id,gw_st,ups_id,rf_id,group_name,rain_lag_days,up_lag_days,model,rmse,r2,kge,rmse_val,r2_val,kge_val,kge_r_val,kge_alpha_val,kge_beta_val,bias_val,aic,a,z0,z1,b,c,k_link,lambda,tau_rain,tau_up,d_sin,d_cos,a_std,z0_std,z1_std,b_std,c_std,k_link_std,lambda_std,tau_rain_std,tau_up_std,d_sin_std,d_cos_std
st18,9030311,st54,rf22,inland,0,0,filtered_tz,0.18209826023843012,0.8880654996178479,0.9005010800788268,0.5015472699779443,0.1638218195971768,0.7633063576302188,0.8905740424260776,0.7926478582520404,1.0324796776436913,0.43177448679359465,-8688.210039335541,0.6972865496285272,11.85583382404317,-0.028332803055367135,0.0016541122063149412,1.4093232460717948,0.38876966702321225,0.43336780671556463,29.999854536268145,0.010205996665147432,-0.28708374658134156,0.10802146735926065,0.07552820998923167,0.07172844984430057,0.002957336196811838,0.00018211571618985045,0.42346076014006706,0.04442880016947064,0.04059651357375016,1.7238430994881346,1.7996421365488505e-15,0.03180994086597183,0.014844444776519196
