st_id,gw_st,ups_id,rf_id,group_name,rain_lag_days,up_lag_days,model,rmse,r2,kge,rmse_val,r2_val,kge_val,kge_r_val,kge_alpha_val,kge_beta_val,bias_val,aic,a,z0,z1,b,c,k_link,tau_rain,tau_up,d_sin,d_cos,a_std,z0_std,z1_std,b_std,c_std,k_link_std,tau_rain_std,tau_up_std,d_sin_std,d_cos_std
st61,9170111,st25,rf19,inland,0,0,base_tz,1.8999292505762024,0.8331810149771566,0.8711678123981541,2.1551121681488934,0.8211933124636114,0.7868790250380432,0.9221813352854387,0.8067619944712846,1.0449875383863338,-0.6427233270372081,3302.2503426804733,0.02693199777420137,-28.984291666666046,0.1592324077006789,0.008010774417651724,3.8927168391765723,0.005662750367901839,0.7725604909867766,6.163765514915158,-0.03085993057412272,0.09195741445853527,0.00181573121499317,4.3365393048181025,0.048490349686600494,0.0016911603207617175,0.08655304140476985,0.0017714472581777739,0.33935628344390606,1.4047401678799811,0.0031516405715184773,0.003730372809759738
