st_id,gw_st,ups_id,rf_id,group_name,rain_lag_days,up_lag_days,model,rmse,r2,kge,rmse_val,r2_val,kge_val,kge_r_val,kge_alpha_val,kge_beta_val,bias_val,aic,a,z,b,c,k_link,tau_rain,tau_up,d_sin,d_cos,a_std,z_std,b_std,c_std,k_link_std,tau_rain_std,tau_up_std,d_sin_std,d_cos_std
st53,9040111,st26,rf25,inland,0,0,base,0.2911099515583853,0.7761031645860643,0.8157617609368093,0.33136370705712376,0.594061634420137,0.7129100200214795,0.7862031727653871,0.8084317538084325,0.9963695290157745,-0.07982880481050714,-6292.953397513164,0.004702501747668819,20.62556724596504,0.0005001367920866065,0.13098737986168463,2.093178045453392e-24,2.8842066990679944,20.72955341720669,-0.0008236332927740576,0.0022269090445465978,0.00026886670822482735,0.32067533090842043,6.936265445577866e-05,0.008937965011039613,2.4144075401069578e-06,0.4883934353004785,1.6658216036441518e-16,0.0001801630972782991,0.0002376530988469956
