st_id,gw_st,ups_id,rf_id,group_name,rain_lag_days,up_lag_days,model,rmse,r2,kge,rmse_val,r2_val,kge_val,kge_r_val,kge_alpha_val,kge_beta_val,bias_val,aic,a,z,b,c,k_link,lambda,tau_rain,tau_up,d_sin,d_cos,a_std,z_std,b_std,c_std,k_link_std,lambda_std,tau_rain_std,tau_up_std,d_sin_std,d_cos_std
st51,7260211,st14,rf3,inland,0,0,filtered,0.25910148582137815,0.8929517915345554,0.9017787224598943,0.4968942487276841,0.5626494964203952,0.6404643556801697,0.750419445158404,0.7412045347305236,0.9994226462160163,-0.01493174928739549,-6886.638326497353,0.003363906911875654,24.298333333333336,0.0003727721476597611,1.791291949421112,0.0003731079124802478,2.00219339214876,5.779875231955184,0.048730346648356876,0.00042765769149783703,0.0008586625783833361,0.0001310246882948607,0.1767752077730831,2.6857216700598503e-05,0.05578403769911075,7.128369330787631e-05,0.0020871979423449085,0.4686438349164839,8173.939732537428,0.00015269497199965582,0.0002307264689766318
