st_id,gw_st,ups_id,rf_id,group_name,rain_lag_days,up_lag_days,model,rmse,r2,kge,rmse_val,r2_val,kge_val,kge_r_val,kge_alpha_val,kge_beta_val,bias_val,aic,a,z0,z1,b,c,k_link,tau_rain,tau_up,d_sin,d_cos,a_std,z0_std,z1_std,b_std,c_std,k_link_std,tau_rain_std,tau_up_std,d_sin_std,d_cos_std
st41,9200211,st40,rf16,inland,0,0,base_tz,1.3371537113609702,0.9420355344662228,0.957443559655389,1.2793726994157615,0.9446676905201591,0.955670868614594,0.9746950100399185,1.0349833515651619,0.9899553752796312,0.22608827252390995,1505.8382258716738,0.019686421511388347,-29.269308501631706,0.5508783610030737,0.008124644951392508,2.7514722615087903,0.1002273703024704,1.2355933127414842,0.10000048934066531,-0.05117922687383038,0.0368687434287907,0.025504897414682474,37.09971755862335,0.7083065679696396,0.0010981217879907712,0.1351726933910916,0.022769039400865956,0.27092016371467365,54.78478481484631,0.007201071582624214,0.007016650602359096
