st_id,gw_st,ups_id,rf_id,group_name,rain_lag_days,up_lag_days,model,rmse,r2,kge,rmse_val,r2_val,kge_val,kge_r_val,kge_alpha_val,kge_beta_val,bias_val,aic,a,z,b,c,k_link,k_sgd,gamma,h_sea,tau_rain,tau_up,d_sin,d_cos,a_std,z_std,b_std,c_std,k_link_std,k_sgd_std,gamma_std,h_sea_std,tau_rain_std,tau_up_std,d_sin_std,d_cos_std
st48,7230311,st46,rf13,coastal,0,0,base,0.5977919618416836,0.8086359684884975,0.8555010456566895,0.5841580838006512,0.775701849833298,0.8802847551541253,0.8869263214563596,0.963623590312748,1.0149278225934797,-0.0876868064469658,-2607.2167994824135,0.09611345374518249,-10.117916666665105,0.0038911917395244517,2.488327170601184,0.7997110907394197,0.4999999999999971,-1.6841231971248276e-12,-15.477181493129912,3.8422991638619535,0.8731158564357089,-0.1298987560946261,-0.3032985984077258,162070.5324170881,2646958.6973284176,0.0007241239004309844,1.819399418695149,0.12258349498117141,162070.5291108681,9.028530401096345,1564300.920940756,1.2051448643076634,0.21418340724980106,0.03566413872179888,0.0554938910903289
