st_id,gw_st,ups_id,rf_id,group_name,rain_lag_days,up_lag_days,model,rmse,r2,kge,rmse_val,r2_val,kge_val,kge_r_val,kge_alpha_val,kge_beta_val,bias_val,aic,a,z,b,c,k_link,lambda,tau_rain,tau_up,d_sin,d_cos,a_std,z_std,b_std,c_std,k_link_std,lambda_std,tau_rain_std,tau_up_std,d_sin_std,d_cos_std
st19,9030411,st24,rf16,inland,5,6,filtered,0.5419328086966122,0.8924823729761746,0.9216262080359106,0.5461362590506319,0.9049306192697637,0.9018445544813549,0.9601126331479234,1.0896424825332736,0.9972224514687748,-0.018379019778261174,-3105.552824059763,1.1490742248927879,4.438579341532806,0.002238619128719312,10.58446139356653,0.5543186894211704,0.10000000000000002,29.999999999999996,0.7999999999999999,-0.1918896032407683,0.5174362878524227,0.1417657142069155,0.10301167684311859,0.00038182869172913054,22.982022111326245,0.07213401549491037,0.0032045909696136773,7.967401673898691,0.06902086311480658,0.04624170036713819,0.07773854764946006
