st_id,gw_st,ups_id,rf_id,group_name,rain_lag_days,up_lag_days,model,rmse,r2,kge,rmse_val,r2_val,kge_val,kge_r_val,kge_alpha_val,kge_beta_val,bias_val,aic,a,z,b,c,k_link,tau_rain,tau_up,d_sin,d_cos,a_std,z_std,b_std,c_std,k_link_std,tau_rain_std,tau_up_std,d_sin_std,d_cos_std
st42,9200311,st40,rf16,inland,0,0,base,1.2092542800988948,0.953754115772653,0.966568338692949,1.2527176964298408,0.9522147207171866,0.9601589602907289,0.9816703261321126,0.9747528077947357,1.0247772231447159,-0.612246281192661,989.6798023305104,0.02107275921046137,-43.55245833331985,0.005848651914989759,2.9613559377176104,0.1048073059613042,0.6219299281954291,0.2761909818350106,-0.11186366047285859,0.15498134504350156,0.023022648771265777,46.227556834199916,0.0014599118415071668,0.15430786258367635,0.019858436958184473,0.3921887702170222,0.5903520065405138,0.007957755648221283,0.010094012273006207
