st_id,gw_st,ups_id,rf_id,group_name,rain_lag_days,up_lag_days,model,rmse,r2,kge,rmse_val,r2_val,kge_val,kge_r_val,kge_alpha_val,kge_beta_val,bias_val,aic,a,z0,z1,b,c,k_link,lambda,tau_rain,tau_up,d_sin,d_cos,a_std,z0_std,z1_std,b_std,c_std,k_link_std,lambda_std,tau_rain_std,tau_up_std,d_sin_std,d_cos_std
st7,7170111,st5,rf25,inland,0,0,filtered_tz,0.3819717134809424,0.9389538133958248,0.902767856666373,0.38662756803828885,0.9275681453373934,0.8475089218993275,0.9711776415516713,0.8502647126470634,0.9985356656409948,-0.04538141119741468,-4899.758202244471,0.019301227994419502,27.70791666666667,-0.1429396270203048,0.0002019590778710089,1.4132011908279007,0.01721629847356602,2.0009586325807915,28.5417766340774,0.046662413469593766,-0.008741350686291675,0.011351109545903062,0.0011890011731352274,0.18546743574535401,0.00996762650692216,8.943212692264902e-06,0.13258655007855494,0.0015496448893772702,0.005864998147515931,2.283041626042979,16802.724570210885,0.0007676948232557688,0.0012649530422707744
