st_id,gw_st,ups_id,rf_id,group_name,rain_lag_days,up_lag_days,model,rmse,r2,kge,rmse_val,r2_val,kge_val,kge_r_val,kge_alpha_val,kge_beta_val,bias_val,aic,a,z,b,c,k_link,k_sgd,gamma,h_sea,tau_rain,tau_up,d_sin,d_cos,a_std,z_std,b_std,c_std,k_link_std,k_sgd_std,gamma_std,h_sea_std,tau_rain_std,tau_up_std,d_sin_std,d_cos_std
st2,7020111,st6,rf6,coastal,1,2,base,0.33648332604987197,0.6501671063917942,0.7247108305202354,0.4629212629976691,0.5204330216271846,-18.828697129069937,0.8822747994297139,0.852364445381772,20.827798020873363,0.3389359442436315,-5541.846146245609,0.6849887771602078,1.7788372745548668,0.0019438691984052534,2.138366878467159,0.1544523517411453,0.3676362003717468,4.491665391177484e-09,-5.222600937160633,29.999999994470524,2.205124791386654,0.08673904240684302,0.04896569754778519,121277.77889327491,621074.4761898912,0.0003834468892649114,1.8645601604640272,0.02617724483989967,121277.77807299538,15.15264847928606,1611695.0405389946,3.7747250728031676,0.306789780480866,0.023721323769134644,0.020528944502138703
