st_id,gw_st,ups_id,rf_id,group_name,rain_lag_days,up_lag_days,model,rmse,r2,kge,rmse_val,r2_val,kge_val,kge_r_val,kge_alpha_val,kge_beta_val,bias_val,aic,a,z,b,c,k_link,k_sgd,gamma,h_sea,lambda,tau_rain,tau_up,d_sin,d_cos,a_std,z_std,b_std,c_std,k_link_std,k_sgd_std,gamma_std,h_sea_std,lambda_std,tau_rain_std,tau_up_std,d_sin_std,d_cos_std
st43,7050111,st8,rf14,coastal,0,0,filtered,0.2606900867693068,0.6778740809707708,0.7419454061569477,0.3495380059936286,0.4642947604832136,0.6755522071065585,0.8037543133468116,0.7540225388595917,1.0790511821186943,0.20219232081189187,-6849.379141198062,2.2067257526608634e-05,0.6143527415728044,0.0017939510915601163,0.33829700023405257,0.003644494432555514,0.01695951836782229,-0.006658356573122879,-6.272596440549996,0.10000000000000002,0.35783106573822204,0.7999999999957418,-0.00042178721358591135,-0.0009090497862931222,892.1278952523936,142392.9289646895,0.0003758381451881958,0.058219765873072246,0.0007978689339651015,892.1279712280093,0.020535002962570444,362239.084251716,0.042922350114797114,0.42372896598700205,0.19403431778579605,0.0003554910861674172,0.0004724664103200009
