st_id,gw_st,ups_id,rf_id,group_name,rain_lag_days,up_lag_days,model,rmse,r2,kge,rmse_val,r2_val,kge_val,kge_r_val,kge_alpha_val,kge_beta_val,bias_val,aic,a,z0,z1,b,c,k_link,k_sgd,gamma,h_sea,tau_rain,tau_up,d_sin,d_cos,a_std,z0_std,z1_std,b_std,c_std,k_link_std,k_sgd_std,gamma_std,h_sea_std,tau_rain_std,tau_up_std,d_sin_std,d_cos_std
st33,9130311,st58,rf24,coastal,0,0,base_tz,0.7371345703872474,0.8856381998604249,0.9160646676779646,1.3543592800290603,0.6289744671296115,0.7577973410206593,0.9324964898441592,0.7814144875388094,0.9204652410867943,1.0375535900798507,-1533.6923252324293,0.007263489383876403,-20.43174997448875,-1.9999992452204058,0.00451780219761638,2.7179988240808254e-16,1.4194231171489737,0.1195656274828585,-9.930130525325178e-19,-22.952255743968003,11.566471155727513,0.559792986510144,0.21201438700592348,0.018618330008322123,1821.0790369396725,5378851.138165379,501433.4494244401,0.0005006098092290267,0.8288174898554476,0.0473670260516361,1821.0787508567328,4.78547352314656,347032.17201905296,2.132328371908073,0.04712126357164297,0.03917444927798309,0.05244438140693674
