st_id,gw_st,ups_id,rf_id,group_name,rain_lag_days,up_lag_days,model,rmse,r2,kge,rmse_val,r2_val,kge_val,kge_r_val,kge_alpha_val,kge_beta_val,bias_val,aic,a,z0,z1,b,c,k_link,lambda,tau_rain,tau_up,d_sin,d_cos,a_std,z0_std,z1_std,b_std,c_std,k_link_std,lambda_std,tau_rain_std,tau_up_std,d_sin_std,d_cos_std
st39,9180411,st20,rf16,inland,0,1,filtered_tz,0.6676075952504926,0.868790057852505,0.8782722056325042,0.9362550135151094,0.7070219900046707,0.6930991674854666,0.8596906564107387,0.8632379572375849,1.2362150561651726,-0.309584002323416,-2043.5276791106621,0.3192631017970889,-4.414583333316718,-0.46884957980028524,0.004336008426735205,2.5366127063643056,0.1881340177126068,1.4520998377682124,29.99999999996773,0.7999999999965881,-0.38903595683158837,0.3328469470603422,0.04754011403345087,0.5412466184309138,0.04278471067474269,0.0003679653009769326,0.3717828653776851,0.026979436375351145,0.24985233375371935,1.551515623560454,0.23916025791100698,0.035077646025903284,0.037286397996021646
