st_id,gw_st,ups_id,rf_id,group_name,rain_lag_days,up_lag_days,model,rmse,r2,kge,rmse_val,r2_val,kge_val,kge_r_val,kge_alpha_val,kge_beta_val,bias_val,aic,a,z,b,c,k_link,lambda,tau_rain,tau_up,d_sin,d_cos,a_std,z_std,b_std,c_std,k_link_std,lambda_std,tau_rain_std,tau_up_std,d_sin_std,d_cos_std
st44,7100111,st8,rf1,inland,0,0,filtered,0.919296762488279,0.6850568993150199,0.7227162358094184,2.120948100861745,-3.4358565713021676,0.34376186557709143,0.4486138119267231,0.6565571326653091,1.0931061627917629,1.9090728696103056,-410.32412620429403,9.70102270089018e-05,24.343749999998792,8.612966292609732e-27,5.7784670940537074e-33,4.708729787244083e-05,0.10000000000000449,28.676672430452115,0.7999999999999996,0.002537600329558784,-0.008363409541493332,0.0009867351877980754,292.85237002204656,5.668177834070425e-06,0.024563988097256673,0.001042502739122442,7.40956973731377,1.8232588283339246e-13,37.29898326537367,0.0004843853967695757,0.0006680190191402015
