st_id,gw_st,ups_id,rf_id,group_name,rain_lag_days,up_lag_days,model,rmse,r2,kge,rmse_val,r2_val,kge_val,kge_r_val,kge_alpha_val,kge_beta_val,bias_val,aic,a,z,b,c,k_link,tau_rain,tau_up,d_sin,d_cos,a_std,z_std,b_std,c_std,k_link_std,tau_rain_std,tau_up_std,d_sin_std,d_cos_std
st49,7240111,st28,rf10,inland,0,0,base,0.7767499486226022,0.721275741447313,0.7067117351348207,1.075266430268395,0.41444063639924245,-0.5156797536925017,0.8725522514235255,0.742759676081968,2.4882437982019936,0.8072861821359731,-1273.984579106454,0.1488921502690596,-3.573333333333333,0.004957909598664803,1.6084208165240899,0.022610751516502693,1.7713414908140965,3.639927276649922,-0.05261571443394419,0.04567596111485692,0.016002442470991262,0.23321216470458397,0.0004691258509842429,0.16415034431090023,0.003003902776901839,0.33235394247543604,0.56776453848571,0.005494985425891953,0.006820064143228642
