st_id,gw_st,ups_id,rf_id,group_name,rain_lag_days,up_lag_days,model,rmse,r2,kge,rmse_val,r2_val,kge_val,kge_r_val,kge_alpha_val,kge_beta_val,bias_val,aic,a,z0,z1,b,c,k_link,k_sgd,gamma,h_sea,lambda,tau_rain,tau_up,d_sin,d_cos,a_std,z0_std,z1_std,b_std,c_std,k_link_std,k_sgd_std,gamma_std,h_sea_std,lambda_std,tau_rain_std,tau_up_std,d_sin_std,d_cos_std
st58,9130111,st48,rf24,coastal,0,0,filtered_tz,0.7403955681074522,0.8287107472279021,0.8692876350038752,1.2951109205583864,0.278276222321192,0.8228544741539346,0.9255673728364076,0.8997724697745487,1.1256772195973117,-1.158737820509364,-1509.1184785340447,0.02892197564055267,-17.136370951343157,1.9999999762709253,0.006437235652216875,0.6198818666560754,0.8841159916543255,0.34308190748026,-0.5618184702958978,-20.150251928009972,1.5575862271231404,29.999998946031592,0.6754677620585593,-0.1115662980936926,1.1766064350167862,9281.285007619686,4898995.561729885,641815.4081861011,0.000679559634954165,0.8310049173037485,0.10761818307381926,9281.28575456611,5.667173242883413,462639.559030622,0.16246241532755692,1.9849486658141764,0.10365961652173734,0.03831054687021337,0.13251439745442156
