st_id,gw_st,ups_id,rf_id,group_name,rain_lag_days,up_lag_days,model,rmse,r2,kge,rmse_val,r2_val,kge_val,kge_r_val,kge_alpha_val,kge_beta_val,bias_val,aic,a,z0,z1,b,c,k_link,k_sgd,gamma,h_sea,tau_rain,tau_up,d_sin,d_cos,a_std,z0_std,z1_std,b_std,c_std,k_link_std,k_sgd_std,gamma_std,h_sea_std,tau_rain_std,tau_up_std,d_sin_std,d_cos_std
st36,9180111,none,rf24,coastal,0,0,base_tz,0.6374265226033705,0.6670069102769752,0.7206716143120291,1.134805203834593,0.07536700584747502,0.3832134692786914,0.6578868818930702,0.4995282176519741,0.8863679887893735,0.6803744186294871,-2276.9173907355516,0.029844822180773615,-2.7329643123794356,-0.11262163492481715,0.0006486625554433137,2.0329339856912942,4.8751656350200936e-08,0.0008687179528743216,-6.156610512457229,-2.6038797170400447,7.584848289589933,1.4624595058795657,-0.010293631842552085,0.009597913081009395,33581.303101022655,152858.84523484804,126721.45801877297,5.2990506811954064e-05,0.09428613620814123,0.0531365810007532,33581.29254715285,0.5453889262888603,972047.8023837548,0.8287887261115725,692068.9962938337,0.0008410146894933356,0.0011524904267467284
