st_id,gw_st,ups_id,rf_id,group_name,rain_lag_days,up_lag_days,model,rmse,r2,kge,rmse_val,r2_val,kge_val,kge_r_val,kge_alpha_val,kge_beta_val,bias_val,aic,a,z0,z1,b,c,k_link,lambda,tau_rain,tau_up,d_sin,d_cos,a_std,z0_std,z1_std,b_std,c_std,k_link_std,lambda_std,tau_rain_std,tau_up_std,d_sin_std,d_cos_std
st59,9140111,st32,rf16,inland,0,1,filtered_tz,0.8117912587076211,0.8795437569666384,0.9096441907233437,0.6764468995548398,0.9104364855512913,0.9162382765100617,0.9584327163377445,0.9291544424107789,0.983595908412264,0.19311533079998,-1043.913560881076,0.4860625022163913,-20.191556771862214,0.277356342056902,0.009791878998735406,2.074307388960468,0.924282410192248,0.12221282269637922,8.617639944049365,0.5265985701205845,-0.1772169012276621,0.21479100942670296,0.10452032568104865,3.7795571646077346,0.056381562662813196,0.000968311725774609,1.2988955250073522,0.1303439507808094,0.004682824098708189,1.2225114254257685,0.1534200442779559,0.03970595159118401,0.05909695446942226
