st_id,gw_st,ups_id,rf_id,group_name,rain_lag_days,up_lag_days,model,rmse,r2,kge,rmse_val,r2_val,kge_val,kge_r_val,kge_alpha_val,kge_beta_val,bias_val,aic,a,z0,z1,b,c,k_link,tau_rain,tau_up,d_sin,d_cos,a_std,z0_std,z1_std,b_std,c_std,k_link_std,tau_rain_std,tau_up_std,d_sin_std,d_cos_std
st21,9050211,st19,rf19,inland,0,0,base_tz,1.033170565453465,0.9023299310227286,0.9209990345352043,1.3233137750218518,0.8427301636791723,0.7818047153814853,0.9562098234071302,0.8529859501984214,0.8448276061128821,0.8238226364768382,186.88154697854884,0.04046701393443069,-14.939333333333332,-0.150677744888936,0.001826120892571347,7.02359616816741,0.03806481971659878,4.957430768699245,1.6758197220712119,-0.02130528083799701,0.051865970073371626,0.009736660868144582,3.6997351556004023,0.04147768592429094,0.00018395743817264807,0.200113334050088,0.00985753750810648,0.6795152033814212,0.5772632760568644,0.0034247489252263704,0.003895299786821489
