st_id,gw_st,ups_id,rf_id,group_name,rain_lag_days,up_lag_days,model,rmse,r2,kge,rmse_val,r2_val,kge_val,kge_r_val,kge_alpha_val,kge_beta_val,bias_val,aic,a,z,b,c,k_link,lambda,tau_rain,tau_up,d_sin,d_cos,a_std,z_std,b_std,c_std,k_link_std,lambda_std,tau_rain_std,tau_up_std,d_sin_std,d_cos_std
st23,9070311,st56,rf25,inland,3,1,filtered,1.0687481146057407,0.9503065202335133,0.9500848666064837,1.0215885349500236,0.9533006714081246,0.931808759190998,0.9820176930013191,0.9346343812015365,1.0073496827938653,0.443792650996258,359.62058731126064,0.010601499059079542,48.4430294791426,0.0005463551535471061,9.181824626588135,0.14345619370524257,1.931343196511183,29.99999468263108,0.010670455310262231,-0.14128093367111105,-0.03606210577072885,0.002299375172082214,1.8499334900742148,5.214152521236635e-05,0.8819862336590744,0.011160481475752364,0.10032137963583355,5.517472471621214,0.0,0.011453763576427273,0.011178484518836204
