st_id,gw_st,ups_id,rf_id,group_name,rain_lag_days,up_lag_days,model,rmse,r2,kge,rmse_val,r2_val,kge_val,kge_r_val,kge_alpha_val,kge_beta_val,bias_val,aic,a,z,b,c,k_link,k_sgd,gamma,h_sea,lambda,tau_rain,tau_up,d_sin,d_cos,a_std,z_std,b_std,c_std,k_link_std,k_sgd_std,gamma_std,h_sea_std,lambda_std,tau_rain_std,tau_up_std,d_sin_std,d_cos_std
st11,7230211,st46,rf6,coastal,0,0,filtered,1.5485014978021745,0.5226278798914303,0.5822541058469688,2.438314124083745,-1.5550394012444877,0.5895511782111669,0.8469303790334801,1.0478719638944118,1.3778176829079065,-2.2789425171619673,2262.2892348502105,1.19754656716733e-11,-0.9995927995044749,0.008747681732908357,1.7399688638577785e-10,0.44815480441321415,0.49999999996168204,0.41513590331029393,-17.86658118883524,1.9423472631514904,29.99999999999982,0.7999999999891537,0.07422579940440413,0.10177281294965837,345741.0788349877,0.004006131694018169,0.002020690524962381,1.6361304617468277,0.17199958173590002,345741.073354233,1.1806976953363941,11663221.5294255,0.10919451505759245,3.1151786757076314,0.656900591579055,0.06119580020476627,0.07108197617733455
