st_id,gw_st,ups_id,rf_id,group_name,rain_lag_days,up_lag_days,model,rmse,r2,kge,rmse_val,r2_val,kge_val,kge_r_val,kge_alpha_val,kge_beta_val,bias_val,aic,a,z,b,c,k_link,tau_rain,tau_up,d_sin,d_cos,a_std,z_std,b_std,c_std,k_link_std,tau_rain_std,tau_up_std,d_sin_std,d_cos_std
st40,9200111,st55,rf16,inland,0,0,base,1.5172027839155136,0.9128063463747004,0.933743430387819,1.1224166136119225,0.9557126329137738,0.9640392928981222,0.9839318367985855,0.9865072509913843,0.9707949951071695,0.5939780761575157,2149.8648223655823,0.008376056839486357,-36.3179583015878,0.008345206007348388,2.6914667841281155,0.1276908978576266,0.9599710145895408,0.48355820436879654,-0.053606175382008764,0.09876445098150823,0.04679336567905447,200.48126854624678,0.0014866275181671708,0.22331941135632574,0.03992243847002454,0.3229772167293279,0.5845092131217083,0.010138805358392048,0.011070289328686728
