st_id,gw_st,ups_id,rf_id,group_name,rain_lag_days,up_lag_days,model,rmse,r2,kge,rmse_val,r2_val,kge_val,kge_r_val,kge_alpha_val,kge_beta_val,bias_val,aic,a,z0,z1,b,c,k_link,lambda,tau_rain,tau_up,d_sin,d_cos,a_std,z0_std,z1_std,b_std,c_std,k_link_std,lambda_std,tau_rain_std,tau_up_std,d_sin_std,d_cos_std
st27,9090511,st56,rf25,inland,3,1,filtered_tz,0.7901497300666154,0.9179642250635577,0.9357163492086329,1.299048626229218,0.6769767128707509,0.9055842909740845,0.9302360627017168,0.9420635181772142,0.9737191469410607,-0.9916177592082391,-1181.101643283236,0.0891008585548322,34.10775000000053,-0.7757295448263655,0.001101595072739636,0.633475433295196,0.02907057702175085,1.9573364245114722,29.99999991166164,0.013967231839733307,-0.08216724216581092,-0.01213463602133438,0.00823624252846516,0.3109807473711222,0.01775487743907873,5.285249094225691e-05,0.2952311934802632,0.0028137741170707687,0.18362951249431156,2.392247373407181,3.710554658203004e-17,0.007670595811037012,0.006497610128462528
