st_id,gw_st,ups_id,rf_id,group_name,rain_lag_days,up_lag_days,model,rmse,r2,kge,rmse_val,r2_val,kge_val,kge_r_val,kge_alpha_val,kge_beta_val,bias_val,aic,a,z0,z1,b,c,k_link,lambda,tau_rain,tau_up,d_sin,d_cos,a_std,z0_std,z1_std,b_std,c_std,k_link_std,lambda_std,tau_rain_std,tau_up_std,d_sin_std,d_cos_std,z,z_std,k_sgd,gamma,h_sea,k_sgd_std,gamma_std,h_sea_std
st45,7110111,st9,rf8,inland,0,1,base_tz,0.680686760009296,0.7303036885642114,0.768578105962891,0.7508316478307039,0.7359117570857177,0.7206030058284554,0.8692360281044158,0.7534518793022488,1.0133224692377991,0.115539696715416,-1946.3463878648329,0.0405881366919699,5.611666666666718,-0.3531276850629991,0.0039734885244066,3.7691379005262537,0.0233550539171159,,0.4968219212859934,0.1000000009061308,-0.0223555173290828,0.0343924655524141,0.0106319803950088,2.156834845223228,0.0907303073580689,0.0007614255858428,0.1682886807009641,0.0107248051827139,,0.3120870458794725,92.80131028239826,0.0016149005724828,0.002085990567878,,,,,,,,
st46,7200111,st45,rf6,inland,0,1,filtered,0.9872084030985596,0.51103714831552,0.5655514248944047,0.7060039009522544,0.7405133559464836,0.4492777040939832,0.8780945190174301,0.7475530703736617,0.5259697808824451,-0.1610071001688955,-45.81246981923813,0.2096880812967296,,,0.0022597262224004,7.197731497940599,0.0690409604932285,1.9440423379305536,29.164203262873688,0.7999999996734477,0.0611850982744522,0.2061995852710586,0.0538069581013238,,,0.0002828921306321,1.6890384758607773,0.0259356814743385,0.236015820889244,2.6940041697522092,0.6901943571421415,0.0167266043450675,0.0342144649825493,-4.227499999967175,0.7088512464479284,,,,,,
st47,7200211,st12,rf9,inland,0,0,base,0.4971456733772772,0.6279701571214478,0.6671764057069158,1.4235348081740506,-2.0772024518945487,0.4079366242643679,0.6881058059123714,0.5348046133073298,1.1919747503755582,1.290057511067103,-3556.0323819389246,0.002559500731659,,,0.0007813589551468,0.1987180432921692,9.505911446133334e-36,,2.548299469460232,0.1767714110782533,-0.0014333721728755,0.0024667628559767,0.0001844166822185,,,0.0001500761813223,0.0391268007371187,0.0001476725892983,,0.6022982678965237,2.1402047437163666e-15,0.0002828959645735,0.0004153252080438,5.276250000000097,0.5268290520865151,,,,,,
st48,7230311,st46,rf13,coastal,0,0,base,0.5977919618416836,0.8086359684884975,0.8555010456566895,0.5841580838006512,0.775701849833298,0.8802847551541253,0.8869263214563596,0.963623590312748,1.0149278225934797,-0.0876868064469658,-2607.2167994824135,0.0961134537451824,,,0.0038911917395244,2.488327170601184,0.7997110907394197,,3.8422991638619535,0.8731158564357089,-0.1298987560946261,-0.3032985984077258,162070.5324170881,,,0.0007241239004309,1.819399418695149,0.1225834949811714,,1.2051448643076634,0.214183407249801,0.0356641387217988,0.0554938910903289,-10.117916666665105,2646958.6973284176,0.4999999999999971,-1.6841231971248278e-12,-15.477181493129912,162070.5291108681,9.028530401096344,1564300.920940756
st49,7240111,st28,rf10,inland,0,0,base,0.7767499486226022,0.721275741447313,0.7067117351348207,1.075266430268395,0.4144406363992424,-0.5156797536925017,0.8725522514235255,0.742759676081968,2.4882437982019936,0.8072861821359731,-1273.984579106454,0.1488921502690596,,,0.0049579095986648,1.60842081652409,0.0226107515165026,,1.7713414908140963,3.639927276649922,-0.0526157144339441,0.0456759611148569,0.0160024424709912,,,0.0004691258509842,0.1641503443109002,0.0030039027769018,,0.332353942475436,0.56776453848571,0.0054949854258919,0.0068200641432286,-3.573333333333333,0.2332121647045839,,,,,,
st5,7120111,st15,rf25,inland,1,0,base,0.344132132924252,0.9709586939725608,0.9160533094446776,0.3795224068775933,0.957461802495435,0.8771161266273093,0.98632913706297,0.8779195669070806,1.003149872612924,0.1108778536266612,-5435.121653964045,0.0163160961015106,,,0.0002025324524772,2.705713035462328e-14,0.0266017087944607,,21.156852054807445,0.1000000000001522,-0.0154809512667217,0.005395632092655,0.003085837009217,,,1.1425763250306918e-05,0.0452493314041608,0.0028326589197343,,1.5370635608536276,23.699760145612863,0.0008759530549512,0.0009385764244871,31.78583333333337,5.567687308443701,,,,,,
st50,7240212,st49,rf4,inland,0,0,base_tz,0.4860665184986751,0.7569511819527345,0.812590196330637,0.5417908306216613,0.7152374078450165,0.75868501748303,0.8501012513460162,0.8113280923156737,1.0128917489074372,-0.0781929786242843,-3669.2896921851698,0.1480546507122926,-9.338749999999996,-0.2367266192809439,0.0047117860140292,0.556536263143481,0.115920918260012,,1.1212104052607,0.5513449637605378,0.012573288599735,0.0145156687527247,0.0670122455771086,2.9913094008177397,0.076146783476129,0.0004898735004779,0.1035610114408763,0.0338237811486448,,0.2618597846777096,0.6365421038472945,0.0048931446378328,0.0044562166299935,,,,,,,,
st51,7260211,st14,rf3,inland,0,0,filtered,0.2591014858213781,0.8929517915345554,0.9017787224598944,0.4968942487276841,0.5626494964203952,0.6404643556801697,0.750419445158404,0.7412045347305236,0.9994226462160164,-0.0149317492873954,-6886.638326497353,0.0033639069118756,,,0.0003727721476597,1.791291949421112,0.0003731079124802,2.00219339214876,5.779875231955184,0.0487303466483568,0.0004276576914978,0.0008586625783833,0.0001310246882948,,,2.6857216700598503e-05,0.0557840376991107,7.128369330787631e-05,0.0020871979423449,0.4686438349164839,8173.939732537428,0.0001526949719996,0.0002307264689766,24.298333333333336,0.1767752077730831,,,,,,
st52,9030211,st18,rf8,inland,0,0,base,0.5244483672148222,0.7424748434545121,0.779759340643035,0.536975563164451,0.7446979688313244,0.7088950191195819,0.8825024749560337,0.7338345567702869,1.009612405123665,0.1164683500886045,-3282.618035501298,0.0123356757075462,,,0.0039984405888628,0.8323535499267023,0.0840004747074413,,0.1000000000044277,0.1000000000000451,-0.020298159481926,0.0105910011945478,0.0163712736590208,,,0.0006466957764028,0.0503212295495272,0.0182248431136006,,35.94441565630786,41.45277070499795,0.0021272643211635,0.0017592733400755,9.114583333333345,11.649512584508402,,,,,,
st53,9040111,st26,rf25,inland,0,0,base,0.2911099515583853,0.7761031645860643,0.8157617609368093,0.3313637070571237,0.594061634420137,0.7129100200214795,0.7862031727653871,0.8084317538084325,0.9963695290157744,-0.0798288048105071,-6292.953397513164,0.0047025017476688,,,0.0005001367920866,0.1309873798616846,2.093178045453392e-24,,2.8842066990679944,20.72955341720669,-0.000823633292774,0.0022269090445465,0.0002688667082248,,,6.936265445577866e-05,0.0089379650110396,2.4144075401069578e-06,,0.4883934353004785,1.6658216036441518e-16,0.0001801630972782,0.0002376530988469,20.62556724596504,0.3206753309084204,,,,,,
st54,9040211,st57,rf19,inland,0,0,base_tz,0.4885870412000159,0.6057517066951594,0.6207112055703834,0.6092303879903352,0.2571279880771607,0.5284862287756493,0.8343508101868921,0.5592368027488251,1.024766637183764,0.4260617439415064,-3642.8393053754658,1.0441561002082766,15.470322885930743,-0.1295660360760185,0.0061220786229186,2.510985597321507e-09,0.2667250246335782,,16.719108695517303,0.1000000005744239,-0.1447597668811705,0.3062600513222033,0.1007416912844341,0.3951901272395931,0.0063677800051024,0.0005454478385708,0.3390862992945638,0.0365471875416261,,1.1054680003469932,13.107658289947349,0.0283851126990549,0.0404381525905054,,,,,,,,
st55,9060111,st61,rf16,inland,0,0,base_tz,0.646985225973037,0.9736679699309224,0.9815724281873758,0.7717305864719589,0.967685363610844,0.9634760427433502,0.9838645392955356,0.9672657217237192,1.001453749383932,-0.0229376438840542,-2206.7983244369366,0.0286790773582243,-22.014431188932736,0.0688955886817499,0.006162988504925,1.4346338949931837e-15,0.0929563403829936,,0.2664522932036572,0.1000000000001919,-0.0965374861955532,0.1332190302534174,0.018398552668519,13.497549780040158,0.0654463426259481,0.000918200724742,0.266895041081612,0.0155733253306316,,0.4416735083887878,41.40361514056522,0.0044716653411652,0.0057060613520518,,,,,,,,
st56,9070111,none,rf18,inland,34,0,filtered,1.866655590125644,0.8160690762568006,0.8731926595328628,2.820757654763558,0.5220919698041353,0.8933398191596642,0.9010494955663124,0.9816487869905476,0.9646669442264946,-2.17179292839122,3169.452701229561,0.0004018381691936,,,0.0021066764176909,1.8681244339507397,0.0022053726497098,1.9831070292428936,2.0733353377357875,0.063077993004422,-0.0043891502073389,-0.0504951694946774,144.90257039151527,,,0.0005088591814577,0.0590412434976189,144.90256457084502,126573.5489988552,0.6519381031361638,20033.882291059723,0.0013616878852754,0.0013938075960258,58.594562885242105,535733.3794155774,,,,,,
st57,9090211,st26,rf20,inland,0,0,base_tz,0.2502158430648655,0.9301289537269368,0.9080442611618236,0.4859064252918748,0.734582300231992,0.7329728407000818,0.9406494031903824,0.7398692872045678,1.0106312145433365,0.312707713826228,-7065.095981953484,0.0066514079784286,27.211666666666673,-0.1295381088547949,0.0004501732155768,3.72597443920243e-19,0.0023952485403679,,3.0500540368112135,0.1,-0.006180321795271,-0.0009109077369975,0.0012925021376962,4.741109033878131,0.0221128451566407,5.118381812060836e-05,0.0237145139411807,0.0011177250184648,,0.4258907597210295,106.81583620235148,0.0001919038193526,0.0002546348242726,,,,,,,,
st58,9130111,st48,rf24,coastal,0,0,filtered_tz,0.7403955681074522,0.8287107472279021,0.8692876350038752,1.2951109205583864,0.278276222321192,0.8228544741539346,0.9255673728364076,0.8997724697745487,1.1256772195973117,-1.158737820509364,-1509.1184785340447,0.0289219756405526,-17.136370951343157,1.9999999762709253,0.0064372356522168,0.6198818666560754,0.8841159916543255,1.5575862271231404,29.999998946031592,0.6754677620585593,-0.1115662980936926,1.1766064350167862,9281.285007619686,4898995.561729885,641815.4081861011,0.0006795596349541,0.8310049173037485,0.1076181830738192,0.1624624153275569,1.9849486658141764,0.1036596165217373,0.0383105468702133,0.1325143974544215,,,0.34308190748026,-0.5618184702958978,-20.150251928009972,9281.28575456611,5.667173242883413,462639.559030622
st59,9140111,st32,rf16,inland,0,1,filtered_tz,0.8117912587076211,0.8795437569666384,0.9096441907233436,0.6764468995548398,0.9104364855512912,0.9162382765100616,0.9584327163377444,0.9291544424107788,0.983595908412264,0.19311533079998,-1043.913560881076,0.4860625022163913,-20.191556771862217,0.277356342056902,0.0097918789987354,2.074307388960468,0.924282410192248,0.1222128226963792,8.617639944049365,0.5265985701205845,-0.1772169012276621,0.2147910094267029,0.1045203256810486,3.7795571646077346,0.0563815626628131,0.0009683117257746,1.2988955250073522,0.1303439507808094,0.0046828240987081,1.2225114254257683,0.1534200442779559,0.039705951591184,0.0590969544694222,,,,,,,,
st6,7140111,st45,rf6,inland,0,0,base_tz,0.5953205700849027,0.6994727857843845,0.7323476822473487,0.627650421007734,0.8011839367961242,0.7242345312229875,0.9126632910087424,0.7398307991851328,0.9729652079768468,-0.0613459785814112,-2632.4029243147097,0.0637886447023556,-0.1777407565002975,0.0235205998988727,0.0062188247249726,1.4156101892622994,0.0319035562772901,,0.5648117624285077,0.1000000000041215,-0.0173832730563719,0.0018917236471713,0.0234599094948208,0.3133431767957953,0.0144310217175839,0.0007425097612454,0.0850040986946092,0.0213345069805948,,0.1959819740168784,150.3994733518704,0.0018427561425249,0.0024273143207422,,,,,,,,
st60,9160211,st59,rf16,inland,0,0,base,0.9797913641454248,0.8247013230193458,0.8696759142110054,1.0420669823475932,0.7903814564593581,0.8640791398993616,0.9284308944369344,0.8948485083287512,1.0479114510186385,-0.604223178614463,-86.40549966196465,0.2894728742324512,,,0.0129724580574958,1.456219431625161,0.8498302849185364,,22.832569694418563,0.10000002382638,0.8714941258086059,0.2875834211800868,0.0973500910521805,,,0.0011729253635251,0.823900025843989,0.0773453653189783,,1.4997767234024515,20.610164403495833,0.0976068380257534,0.0741640350063439,-20.427717494769176,5.60596564113453,,,,,,
st61,9170111,st25,rf19,inland,0,0,base_tz,1.8999292505762024,0.8331810149771566,0.8711678123981541,2.1551121681488934,0.8211933124636114,0.7868790250380432,0.9221813352854388,0.8067619944712846,1.0449875383863338,-0.6427233270372081,3302.2503426804733,0.0269319977742013,-28.98429166666605,0.1592324077006789,0.0080107744176517,3.892716839176572,0.0056627503679018,,0.7725604909867766,6.163765514915158,-0.0308599305741227,0.0919574144585352,0.0018157312149931,4.3365393048181025,0.0484903496866004,0.0016911603207617,0.0865530414047698,0.0017714472581777,,0.339356283443906,1.4047401678799811,0.0031516405715184,0.0037303728097597,,,,,,,,
st7,7170111,st5,rf25,inland,0,0,filtered_tz,0.3819717134809424,0.9389538133958248,0.902767856666373,0.3866275680382888,0.9275681453373934,0.8475089218993275,0.9711776415516712,0.8502647126470634,0.9985356656409948,-0.0453814111974146,-4899.758202244471,0.0193012279944195,27.70791666666667,-0.1429396270203048,0.000201959077871,1.4132011908279007,0.017216298473566,2.0009586325807915,28.5417766340774,0.0466624134695937,-0.0087413506862916,0.011351109545903,0.0011890011731352,0.185467435745354,0.0099676265069221,8.943212692264902e-06,0.1325865500785549,0.0015496448893772,0.0058649981475159,2.283041626042979,16802.724570210885,0.0007676948232557,0.0012649530422707,,,,,,,,
st8,7170211,st15,rf12,inland,0,0,base_tz,0.2829631632495825,0.8307744494797312,0.8804359348211711,0.3839530477963313,0.754558322261393,0.710103462465109,0.8807053326718005,0.7357865761239833,1.0002268600561084,0.0070228681323669,-6436.110770305517,0.0048529291712744,29.724184433292315,-0.0816040539699847,0.002182322425232,7.846642055257234e-37,3.9463183393115853e-16,,0.1,1.7899860763253226,0.0004338216058367,0.0019200289583294,0.0003599860408485,0.6504437681105661,0.012363903564378,0.0003171861655131,0.0059187813611501,6.380140604288026e-05,,32.13717965853488,7.272679922802934e-14,0.0002190485499248,0.0002210020131502,,,,,,,,
st9,7210111,st8,rf10,inland,0,0,base_tz,0.1732385156384038,0.8789513866967377,0.8713726731460595,0.2721275283207135,0.787154817544957,0.7105299385000179,0.9262361507516764,0.720113946425482,1.0039507041595197,0.0991791926939562,-8945.28145067721,0.9511257315450636,23.326250000006613,-0.0387361045157121,0.003129102845405,1.07180007643068,0.3178912898272577,,29.99999999936843,0.100000000257402,-0.0846805412767933,0.0968219662300325,0.0584513286727955,0.1551190852288989,0.002337680460924,0.0001872048348592,0.3363917362747128,0.0215946296510781,,1.0208209202077927,3.847655749327629,0.0097909489144631,0.0111706814241027,,,,,,,,
